	CS1-bacterial	CS2-bacterial	CS3-bacterial	FS1-bacterial	FS2-bacterial	FS3-bacterial	SC1-bacterial	SC2-bacterial	SC3-bacterial	WS1-bacterial	WS2-bacterial	WS3-bacterial
ASV_447	48	55	62	107	97	118	60	65	78	48	69	63
ASV_448	156	90	125	67	36	0	25	21	0	101	126	121
ASV_449	57	47	115	50	21	0	0	0	0	163	220	195
ASV_450	60	44	96	91	143	21	10	55	0	120	126	101
ASV_451	58	44	55	26	28	0	43	290	29	99	114	79
ASV_452	76	60	89	134	118	0	0	37	0	105	138	107
ASV_453	112	75	86	90	50	66	40	0	47	100	108	87
ASV_454	151	91	127	22	17	0	0	35	0	132	183	102
ASV_455	0	0	0	641	24	15	49	77	53	0	0	0
ASV_456	94	62	105	82	92	83	57	47	0	88	96	51
ASV_457	81	50	98	34	47	32	56	61	44	151	101	101
ASV_458	72	42	50	35	25	21	64	135	105	125	74	107
ASV_459	57	62	104	117	175	37	0	21	0	101	96	84
ASV_460	21	0	11	196	147	121	60	45	70	77	81	25
ASV_461	131	93	127	114	142	0	0	49	0	62	60	74
ASV_462	78	41	130	213	148	83	0	24	18	41	34	42
ASV_463	84	47	87	44	31	16	66	99	100	110	86	81
ASV_464	111	72	118	76	62	31	43	70	48	74	74	71
ASV_465	95	56	73	77	109	27	0	174	0	104	74	60
ASV_466	45	35	62	0	0	0	89	54	60	202	162	140
ASV_467	159	113	165	74	0	69	0	0	54	73	54	86
ASV_468	80	70	150	28	36	0	32	113	0	102	121	111
ASV_469	68	36	128	0	23	12	108	142	108	87	74	57
ASV_470	92	65	79	0	45	33	40	27	37	130	153	138
ASV_471	82	104	138	125	75	26	0	0	0	107	83	99
ASV_472	144	92	138	74	44	0	0	0	0	136	127	79
ASV_473	0	71	102	50	71	12	25	111	10	104	151	127
ASV_474	119	72	83	43	29	34	37	48	41	102	132	91
ASV_475	57	39	85	72	71	0	0	42	0	141	164	156
ASV_476	91	57	67	129	115	102	37	56	26	63	51	32
ASV_477	68	53	47	0	0	0	91	180	63	127	89	108
ASV_478	93	60	141	83	74	0	0	56	0	110	91	117
ASV_479	54	49	136	133	97	10	9	19	0	119	101	96
ASV_480	64	40	72	218	201	0	22	92	11	53	0	47
ASV_481	104	62	76	25	20	22	138	69	62	80	85	76
ASV_482	193	128	145	0	0	0	23	26	17	90	100	93
ASV_483	61	46	98	0	48	79	89	34	0	117	124	119
ASV_484	122	74	101	0	0	0	86	0	0	124	134	173
ASV_485	76	61	108	73	85	0	0	26	0	121	152	112
ASV_486	54	29	76	32	17	12	35	51	33	174	180	121
ASV_487	91	61	85	85	95	0	0	33	0	115	120	124
ASV_488	61	54	130	114	104	0	0	60	0	135	85	65
ASV_489	113	53	125	14	24	13	34	97	62	117	74	79
ASV_490	62	29	85	184	106	92	42	30	64	29	54	28
ASV_491	87	61	157	0	0	0	60	138	52	102	67	80
ASV_492	238	118	192	0	0	9	30	58	74	28	28	28
ASV_493	84	73	80	15	11	8	54	79	72	131	109	87
ASV_494	110	75	148	97	128	0	0	0	0	76	89	79
ASV_495	47	30	78	113	247	58	15	24	0	114	21	55
ASV_496	28	23	25	197	203	160	42	0	57	18	28	19
ASV_497	102	57	114	21	9	0	27	55	29	121	135	129
ASV_498	179	119	184	0	0	0	0	48	0	70	110	88
ASV_499	99	64	96	55	36	45	53	59	57	78	72	84
ASV_500	107	61	77	34	12	0	50	55	45	102	140	112
ASV_501	191	124	200	75	61	65	0	0	0	35	22	21
ASV_502	125	75	68	80	108	92	42	37	55	32	45	35
ASV_503	59	37	115	90	66	0	0	0	0	137	163	127
ASV_504	138	80	54	120	93	0	15	0	0	110	105	77
ASV_505	71	62	264	0	32	0	10	101	13	132	53	54
ASV_506	51	36	89	113	78	0	0	25	0	144	150	104
ASV_507	70	48	101	85	37	0	0	0	0	134	133	181
ASV_508	148	62	171	28	0	16	23	0	24	144	77	95
ASV_509	144	102	177	0	0	0	34	27	25	100	91	87
ASV_510	142	74	106	45	22	38	14	20	34	80	103	109
ASV_511	91	61	78	0	0	0	32	56	0	154	111	204
ASV_512	95	68	167	0	0	0	0	42	0	144	140	130
ASV_513	74	28	52	70	128	179	44	60	54	40	13	44
ASV_514	117	68	71	43	56	34	67	61	50	81	66	68
ASV_515	86	60	63	82	42	45	56	79	67	65	52	83
ASV_516	72	60	127	24	42	0	0	21	0	136	148	150
ASV_517	80	58	146	0	16	0	0	59	0	137	143	140
ASV_518	50	53	194	0	47	0	0	0	0	162	139	133
ASV_519	158	127	148	54	44	53	24	18	0	55	48	48
ASV_520	65	60	127	0	0	0	10	34	6	117	183	175
ASV_521	84	73	79	34	21	0	0	20	0	179	155	131
ASV_522	52	39	91	0	46	0	126	203	62	66	46	42
ASV_523	0	31	81	111	61	0	0	25	0	139	183	142
ASV_524	83	55	127	60	71	0	20	143	0	80	52	81
ASV_525	187	132	189	0	0	0	0	0	0	98	83	79
ASV_526	92	55	79	69	58	43	0	0	0	137	130	103
ASV_527	40	30	39	216	189	44	23	55	0	51	30	49
ASV_528	32	23	127	22	47	0	0	151	0	159	113	91
ASV_529	24	12	22	333	311	49	0	0	0	0	14	0
ASV_530	32	36	59	22	11	0	0	0	0	224	200	180
ASV_531	128	82	74	0	95	61	52	0	45	85	77	64
ASV_532	95	68	100	32	0	8	0	0	0	146	160	154
ASV_533	108	81	118	44	0	14	67	58	84	73	71	41
ASV_534	84	62	100	54	63	24	82	70	68	55	47	48
ASV_535	115	50	59	45	43	23	88	158	22	41	64	45
ASV_536	113	45	68	52	42	24	54	67	63	89	80	56
ASV_537	41	27	45	0	0	0	38	44	0	188	182	188
ASV_538	53	30	104	97	33	30	91	79	102	60	33	40
ASV_539	0	12	38	0	0	0	0	0	0	210	267	225
ASV_540	80	59	76	43	57	0	0	0	0	137	171	128
ASV_541	233	170	141	0	0	0	0	101	0	33	40	32
ASV_542	108	60	120	20	25	10	24	62	0	105	83	133
ASV_543	68	46	140	58	59	0	0	17	0	134	126	102
ASV_544	94	55	74	61	30	26	27	43	55	84	115	84
ASV_545	0	34	0	133	57	85	101	93	121	51	39	34
ASV_546	0	30	116	0	0	0	25	69	23	151	141	193
ASV_547	85	69	92	0	0	0	38	53	33	122	135	120
ASV_548	0	0	118	0	0	0	59	104	105	100	112	148
ASV_549	70	46	62	74	74	73	86	91	95	36	18	20
ASV_550	119	63	132	0	0	0	30	142	24	75	96	63
ASV_551	54	84	90	0	39	22	0	0	0	159	145	149
ASV_552	67	55	83	125	60	33	16	38	25	90	72	77
ASV_553	96	55	97	58	40	42	48	40	35	72	81	75
ASV_554	73	61	91	70	84	64	31	96	54	30	30	55
ASV_555	104	65	90	104	92	97	27	30	33	29	40	27
ASV_556	140	76	183	83	104	18	0	0	0	46	34	53
ASV_557	85	51	65	42	25	30	44	96	102	63	66	66
ASV_558	103	60	121	29	18	0	46	47	56	105	79	67
ASV_559	91	55	48	0	23	0	29	0	32	150	159	144
ASV_560	70	48	127	75	73	0	0	50	0	92	95	99
ASV_561	80	54	132	0	8	0	70	41	31	121	92	97
ASV_562	99	63	113	0	0	0	23	97	0	101	115	114
ASV_563	91	63	166	117	110	0	0	40	0	47	43	48
ASV_564	108	57	83	76	0	29	39	37	35	86	65	109
ASV_565	96	74	141	109	111	34	0	0	0	54	47	58
ASV_566	40	48	65	0	16	0	33	75	44	152	138	113
ASV_567	70	38	62	96	47	50	40	25	37	103	89	66
ASV_568	41	30	69	59	39	25	98	150	101	27	37	47
ASV_569	135	68	105	23	47	0	0	0	0	144	130	70
ASV_570	83	60	88	59	41	35	49	59	71	54	41	81
ASV_571	57	31	107	101	146	24	0	55	0	64	85	51
ASV_572	115	98	176	42	23	11	12	26	13	91	80	33
ASV_573	88	51	61	114	74	70	38	45	78	30	34	36
ASV_574	114	73	134	106	58	43	10	18	0	64	54	44
ASV_575	43	37	73	55	29	32	51	116	49	107	76	50
ASV_576	166	94	92	37	38	34	14	9	0	106	68	58
ASV_577	278	174	110	0	0	0	0	0	0	46	41	66
ASV_578	122	87	78	95	51	32	26	27	19	39	55	83
ASV_579	97	66	79	0	59	0	0	0	0	135	160	118
ASV_580	82	52	124	11	13	11	14	0	17	152	137	101
ASV_581	65	46	101	75	62	0	0	39	0	115	122	87
ASV_582	64	34	44	30	19	25	74	60	65	98	102	97
ASV_583	39	38	94	59	57	19	37	151	18	81	57	62
ASV_584	0	0	36	0	17	0	116	345	198	0	0	0
ASV_585	160	126	158	32	15	0	0	0	0	62	76	82
ASV_586	51	0	60	208	201	58	0	30	0	34	28	41
ASV_587	75	36	57	130	114	29	12	17	26	74	81	59
ASV_588	68	43	58	0	0	0	47	42	31	133	145	141
ASV_589	115	81	126	35	48	10	0	0	0	95	124	72
ASV_590	114	69	55	62	59	133	22	18	23	66	57	28
ASV_591	108	68	116	79	32	54	55	12	28	73	45	36
ASV_592	75	50	67	29	39	61	60	29	97	55	75	68
ASV_593	71	48	67	22	54	18	7	34	0	120	155	109
ASV_594	69	47	59	73	143	31	46	53	0	76	56	52
ASV_595	55	42	86	31	32	8	20	76	6	123	133	92
ASV_596	100	71	108	22	20	9	49	100	35	70	69	48
ASV_597	48	0	22	131	83	103	33	30	42	59	79	69
ASV_598	48	43	87	119	101	0	0	59	0	93	71	73
ASV_599	100	69	160	79	67	11	0	18	0	64	43	79
ASV_600	109	81	68	37	24	32	69	37	41	66	62	63
ASV_601	32	29	34	40	30	43	90	114	82	57	80	58
ASV_602	84	65	82	20	9	16	54	59	75	87	66	71
ASV_603	48	47	102	96	123	0	0	52	0	98	58	64
ASV_604	97	42	65	90	89	27	58	32	0	70	43	74
ASV_605	108	79	80	44	69	21	22	33	0	80	65	85
ASV_606	50	28	94	174	181	16	0	12	0	44	45	41
ASV_607	42	0	67	118	175	45	10	32	0	49	69	78
ASV_608	121	74	104	0	0	0	0	42	0	132	98	113
ASV_609	124	102	159	30	22	0	0	0	0	108	76	62
ASV_610	90	68	152	0	0	0	0	80	0	107	54	132
ASV_611	42	30	62	83	44	53	25	17	34	128	88	75
ASV_612	147	91	97	32	0	0	33	47	0	80	102	50
ASV_613	99	55	115	25	35	11	47	43	0	81	58	109
ASV_614	72	41	100	21	30	0	29	36	22	121	124	81
ASV_615	58	37	199	130	68	0	0	0	0	55	72	58
ASV_616	34	35	50	169	140	58	50	51	22	20	22	26
ASV_617	30	16	75	32	39	7	0	52	0	159	121	146
ASV_618	45	25	73	77	65	58	43	55	40	70	65	59
ASV_619	120	74	130	0	48	0	0	0	0	125	88	88
ASV_620	178	110	130	0	0	0	36	28	0	66	61	63
ASV_621	79	69	64	19	10	6	33	34	42	125	73	117
ASV_622	74	62	78	0	0	0	133	48	106	57	57	56
ASV_623	57	45	93	0	0	0	0	0	0	156	153	167
ASV_624	0	31	74	128	129	48	0	19	0	68	85	89
ASV_625	164	96	96	0	0	0	0	0	11	103	111	89
ASV_626	79	51	77	51	85	60	34	20	0	72	96	45
ASV_627	66	57	93	76	37	0	0	21	0	108	107	105
ASV_628	43	27	44	61	39	32	62	84	69	59	76	74
ASV_629	0	39	94	0	56	39	81	165	103	0	43	50
ASV_630	139	88	40	0	26	20	96	62	94	41	35	27
ASV_631	116	60	163	0	0	0	0	0	0	110	123	96
ASV_632	0	0	0	597	27	0	0	44	0	0	0	0
ASV_633	121	74	79	54	39	35	0	0	33	69	98	65
ASV_634	120	80	162	54	48	0	13	0	0	64	62	63
ASV_635	68	38	61	0	0	0	128	53	115	70	55	78
ASV_636	120	79	123	32	26	15	24	38	24	64	60	59
ASV_637	91	56	91	0	66	32	54	97	0	69	59	49
ASV_638	143	119	165	0	0	0	0	0	0	74	89	72
ASV_639	56	36	124	23	20	14	68	77	71	79	44	50
ASV_640	64	58	44	58	45	0	0	39	0	121	120	112
ASV_641	25	26	128	29	32	0	0	52	0	157	107	103
ASV_642	72	49	76	0	0	0	60	54	60	111	89	87
ASV_643	74	45	125	90	96	16	0	19	0	83	65	44
ASV_644	52	43	64	35	51	0	46	44	82	88	67	85
ASV_645	41	28	137	83	64	0	0	0	0	108	105	91
ASV_646	76	32	116	56	85	72	22	11	31	55	47	53
ASV_647	82	45	81	5	4	0	98	152	105	25	26	32
ASV_648	66	48	103	80	125	62	30	23	28	50	16	24
ASV_649	47	42	13	32	17	36	45	34	50	108	120	111
ASV_650	80	71	94	22	31	23	0	0	12	102	109	110
ASV_651	76	59	95	3	1	0	51	43	40	101	94	90
ASV_652	120	69	144	52	54	13	0	26	0	72	61	41
ASV_653	83	66	174	21	12	0	0	27	0	91	69	109
ASV_654	97	51	94	30	21	38	36	41	46	80	62	54
ASV_655	93	56	95	0	0	0	45	57	79	61	72	92
ASV_656	71	39	112	86	58	0	0	0	0	105	80	99
ASV_657	120	48	70	130	154	49	0	0	0	78	0	0
ASV_658	101	70	49	52	33	50	37	47	46	63	43	58
ASV_659	85	68	76	19	24	21	49	58	71	64	55	58
ASV_660	94	64	82	11	0	0	21	17	32	83	129	114
ASV_661	65	42	50	102	111	37	0	50	0	91	60	38
ASV_662	52	41	60	0	0	11	87	81	91	81	73	69
ASV_663	46	46	78	26	28	15	153	90	52	49	30	33
ASV_664	63	38	83	41	29	0	0	16	0	90	163	122
ASV_665	108	63	76	15	0	0	0	0	0	132	147	103
ASV_666	59	40	83	36	54	0	16	59	0	130	63	104
ASV_667	50	23	47	50	124	153	10	14	17	69	49	35
ASV_668	39	31	60	0	0	0	0	0	0	162	211	137
ASV_669	70	36	58	103	61	34	0	11	0	126	74	66
ASV_670	78	60	67	0	0	0	61	66	126	91	32	57
ASV_671	37	28	31	81	81	83	44	24	40	86	52	51
ASV_672	32	20	0	182	131	97	22	41	33	31	18	30
ASV_673	67	51	52	34	30	19	22	21	31	123	128	58
ASV_674	58	30	66	33	12	0	0	49	0	139	114	135
ASV_675	98	42	82	57	56	31	27	20	15	80	62	65
ASV_676	42	35	57	0	0	0	0	0	0	164	194	143
ASV_677	131	92	184	47	21	23	0	20	0	36	54	25
ASV_678	60	31	73	48	65	44	95	85	44	49	0	39
ASV_679	65	51	106	107	100	0	0	53	0	53	49	46
ASV_680	85	58	97	49	109	97	0	0	0	0	61	73
ASV_681	64	62	130	0	49	0	0	0	0	106	104	114
ASV_682	92	54	63	0	0	0	110	59	79	58	50	60
ASV_683	30	24	38	56	78	61	112	95	119	0	0	12
ASV_684	91	50	62	49	46	58	36	25	27	77	54	49
ASV_685	78	43	81	53	34	19	27	34	41	84	73	57
ASV_686	74	69	117	0	0	0	43	76	41	82	65	57
ASV_687	81	56	89	0	0	0	32	41	31	89	106	98
ASV_688	0	0	20	194	178	45	0	30	0	63	70	23
ASV_689	55	33	85	26	0	0	0	29	0	126	138	129
ASV_690	45	39	63	70	119	28	0	65	7	64	70	51
ASV_691	60	44	92	60	76	13	0	36	0	75	57	106
ASV_692	61	34	153	43	0	0	41	50	72	49	56	59
ASV_693	79	59	67	50	46	0	31	45	0	85	55	100
ASV_694	138	68	87	0	0	0	0	0	61	100	89	73
ASV_695	98	93	141	46	40	0	0	0	6	50	66	75
ASV_696	63	38	123	54	50	0	0	0	0	88	106	93
ASV_697	64	53	94	62	82	36	0	0	0	75	88	60
ASV_698	103	65	60	0	0	0	50	0	84	68	69	114
ASV_699	66	38	95	47	32	21	35	75	44	42	67	51
ASV_700	54	30	61	39	28	14	27	35	18	90	116	101
ASV_701	95	65	107	49	47	23	16	102	0	36	22	50
ASV_702	66	39	35	0	48	38	52	123	61	55	34	60
ASV_703	64	27	149	0	0	0	0	101	40	114	47	69
ASV_704	115	83	100	0	0	0	0	50	20	86	61	95
ASV_705	36	31	112	88	88	0	0	43	0	85	63	63
ASV_706	137	78	96	25	23	18	0	0	0	100	83	48
ASV_707	93	72	246	0	0	0	0	59	0	0	94	44
ASV_708	82	67	71	0	0	12	39	104	44	96	56	37
ASV_709	73	45	138	0	0	0	0	0	0	127	117	108
ASV_710	55	27	95	0	0	0	0	27	0	128	141	135
ASV_711	91	52	97	0	0	0	172	36	106	0	53	0
ASV_712	84	46	64	38	56	55	30	40	43	55	49	47
ASV_713	37	30	69	62	83	71	0	39	41	81	53	40
ASV_714	77	52	59	22	46	57	50	42	42	57	61	40
ASV_715	58	32	79	80	39	12	0	32	0	89	98	86
ASV_716	56	35	78	16	14	0	0	72	0	106	113	115
ASV_717	61	46	44	44	23	19	29	60	41	87	91	59
ASV_718	32	28	42	85	43	159	0	54	40	55	41	25
ASV_719	91	48	76	0	0	0	56	49	57	80	72	74
ASV_720	80	62	123	0	0	0	39	50	57	92	53	46
ASV_721	52	28	50	64	40	47	62	62	41	62	48	45
ASV_722	29	17	15	137	184	119	17	27	37	19	0	0
ASV_723	25	26	62	73	85	86	28	0	45	76	58	37
ASV_724	83	96	92	38	84	60	0	0	0	55	51	41
ASV_725	77	52	110	11	17	3	29	70	40	59	72	60
ASV_726	47	26	76	0	0	0	45	125	41	114	66	60
ASV_727	159	82	94	12	8	8	0	0	0	120	50	66
ASV_728	62	43	70	0	0	0	7	26	0	99	140	152
ASV_729	60	28	58	23	18	0	31	22	25	111	118	105
ASV_730	73	46	46	45	24	31	24	43	42	71	82	71
ASV_731	38	24	55	32	70	11	44	177	36	33	44	33
ASV_732	87	51	61	28	15	20	0	0	78	113	71	72
ASV_733	29	18	70	156	158	20	0	42	0	33	40	29
ASV_734	124	67	83	0	0	0	0	0	0	97	119	104
ASV_735	85	58	67	36	29	29	0	0	0	99	124	67
ASV_736	0	61	72	0	67	0	0	52	58	90	113	80
ASV_737	156	107	130	37	0	0	0	21	22	32	53	33
ASV_738	70	37	49	28	20	16	25	49	42	76	80	99
ASV_739	54	39	77	25	17	0	0	29	0	87	147	116
ASV_740	110	70	112	28	0	0	38	54	32	46	41	59
ASV_741	60	46	120	0	0	0	0	0	0	130	120	114
ASV_742	73	31	57	85	51	30	57	43	66	46	10	40
ASV_743	66	57	74	91	36	0	0	3	0	97	92	72
ASV_744	58	50	84	58	36	0	0	0	0	108	119	75
ASV_745	52	35	93	81	65	23	0	27	0	104	51	57
ASV_746	28	23	26	0	0	0	78	36	251	45	22	79
ASV_747	51	44	140	0	28	0	0	67	0	132	59	65
ASV_748	60	32	99	60	26	5	0	15	5	91	135	57
ASV_749	108	65	84	22	0	13	0	0	0	92	101	99
ASV_750	85	45	101	45	54	15	0	10	0	88	72	69
ASV_751	102	65	67	0	0	0	0	14	16	88	138	93
ASV_752	68	51	55	0	0	0	0	46	0	79	135	149
ASV_753	101	56	84	61	73	25	0	0	0	77	59	45
ASV_754	89	52	76	62	45	0	48	38	58	42	40	31
ASV_755	66	49	65	70	46	0	0	0	0	88	103	93
ASV_756	30	0	34	63	86	0	0	55	0	90	117	105
ASV_757	36	37	88	73	101	42	0	34	0	66	51	51
ASV_758	99	56	94	0	21	21	13	53	24	117	42	38
ASV_759	80	58	81	0	0	0	59	57	99	52	43	49
ASV_760	25	0	0	35	30	41	133	106	110	42	18	37
ASV_761	148	103	44	0	19	0	69	0	95	97	0	0
ASV_762	83	63	70	19	14	0	27	24	14	83	116	60
ASV_763	34	26	57	36	18	0	0	72	0	111	99	120
ASV_764	92	60	40	30	0	18	0	0	0	118	89	125
ASV_765	32	31	54	26	25	0	0	0	0	106	158	140
ASV_766	31	33	44	65	68	34	75	104	64	23	31	0
ASV_767	47	0	53	127	30	41	0	0	0	100	87	86
ASV_768	55	32	75	40	46	25	46	48	54	55	49	45
ASV_769	77	36	102	22	20	0	0	18	0	95	116	83
ASV_770	45	34	78	14	0	0	31	28	40	112	86	101
ASV_771	0	15	65	51	32	0	0	26	0	122	115	143
ASV_772	60	45	132	74	38	18	37	45	33	33	30	23
ASV_773	83	58	55	0	0	0	21	34	31	74	99	112
ASV_774	77	63	102	0	53	0	26	0	0	62	76	108
ASV_775	0	0	0	282	248	36	0	0	0	0	0	0
ASV_776	97	67	80	0	25	37	0	0	0	84	100	74
ASV_777	97	57	83	0	0	0	0	0	0	117	99	111
ASV_778	130	70	105	56	26	26	0	13	16	53	34	34
ASV_779	38	40	66	49	43	0	9	59	0	84	80	95
ASV_780	0	0	38	0	70	0	0	427	0	28	0	0
ASV_781	86	44	73	27	28	20	51	0	0	88	93	50
ASV_782	69	45	108	0	0	0	0	66	0	116	92	64
ASV_783	66	51	66	0	0	0	50	58	42	88	47	92
ASV_784	62	60	83	0	35	0	0	50	0	90	94	86
ASV_785	0	0	65	84	70	40	0	0	50	119	64	68
ASV_786	134	49	103	72	53	31	0	20	0	44	51	0
ASV_787	82	66	48	0	0	0	0	0	0	124	129	108
ASV_788	76	46	36	45	95	45	0	0	0	66	87	61
ASV_789	40	21	56	68	47	29	52	70	60	46	28	40
ASV_790	31	28	68	36	22	0	0	10	0	136	106	120
ASV_791	21	13	0	0	23	0	149	204	132	0	14	0
ASV_792	82	46	79	73	44	0	0	16	0	73	74	67
ASV_793	77	57	86	43	30	0	0	19	0	89	86	67
ASV_794	44	19	17	0	0	0	0	36	29	120	150	139
ASV_795	102	55	65	57	40	34	0	0	0	81	65	54
ASV_796	74	52	75	0	0	0	0	0	0	90	125	137
ASV_797	0	0	0	293	167	93	0	0	0	0	0	0
ASV_798	83	61	80	23	14	0	0	0	0	90	110	91
ASV_799	76	53	94	0	0	0	0	38	0	80	89	122
ASV_800	68	42	70	46	32	33	0	17	18	80	88	58
ASV_801	67	35	102	0	51	39	0	0	0	133	64	61
ASV_802	64	54	114	28	16	13	17	17	28	75	68	58
ASV_803	83	62	93	18	37	22	20	23	25	56	44	67
ASV_804	76	56	54	0	0	0	71	70	76	62	35	50
ASV_805	51	41	85	33	50	0	44	69	34	63	37	42
ASV_806	85	50	102	0	12	12	18	18	23	85	80	61
ASV_807	62	43	71	42	49	8	0	0	0	105	77	88
ASV_808	61	38	58	30	14	0	39	42	44	118	46	54
ASV_809	37	0	0	0	0	0	0	0	127	146	62	172
ASV_810	0	0	0	0	0	0	19	23	33	160	157	152
ASV_811	49	29	56	63	50	58	31	0	27	64	62	54
ASV_812	64	32	72	0	21	0	30	67	38	82	68	68
ASV_813	0	0	0	289	144	109	0	0	0	0	0	0
ASV_814	155	93	133	0	0	0	0	0	0	54	63	43
ASV_815	82	60	72	0	0	26	0	0	14	71	137	79
ASV_816	48	38	48	30	12	0	18	24	18	71	129	105
ASV_817	49	0	96	56	87	0	0	22	0	86	68	76
ASV_818	134	87	137	0	0	0	0	0	31	49	59	42
ASV_819	109	75	142	55	71	13	0	0	0	20	30	24
ASV_820	89	0	101	40	0	0	0	0	0	118	114	77
ASV_821	77	72	153	51	36	14	0	0	0	50	49	37
ASV_822	27	16	45	118	102	90	52	33	39	17	0	0
ASV_823	0	58	58	134	98	15	0	0	0	76	44	56
ASV_824	70	61	67	49	0	0	0	77	0	106	58	50
ASV_825	52	37	90	0	0	0	0	0	0	143	111	105
ASV_826	37	41	57	102	137	26	0	27	0	42	40	29
ASV_827	18	16	44	167	172	42	0	20	0	12	21	26
ASV_828	45	36	49	142	90	96	0	0	0	34	23	22
ASV_829	43	22	94	25	30	0	0	15	0	118	103	87
ASV_830	47	25	83	46	29	29	0	21	0	94	87	74
ASV_831	100	65	86	80	57	36	0	0	0	23	27	59
ASV_832	0	16	52	44	88	8	18	92	6	86	49	74
ASV_833	124	82	41	14	4	6	44	23	25	63	66	40
ASV_834	36	20	26	34	57	72	105	70	95	8	0	9
ASV_835	0	0	0	430	102	0	0	0	0	0	0	0
ASV_836	20	0	16	133	253	52	0	26	0	17	12	0
ASV_837	87	69	45	0	13	0	54	40	52	41	45	82
ASV_838	57	39	81	27	18	13	0	0	0	86	95	112
ASV_839	30	27	51	120	79	13	0	13	0	88	59	48
ASV_840	0	0	88	0	46	0	0	91	12	123	79	89
ASV_841	40	29	68	45	0	25	51	60	48	42	73	46
ASV_842	37	25	47	24	30	17	31	34	31	87	78	86
ASV_843	0	0	92	40	86	0	0	194	0	48	50	17
ASV_844	0	0	48	0	0	0	83	127	83	69	73	44
ASV_845	84	63	121	17	0	0	16	58	31	47	45	44
ASV_846	92	63	148	0	0	0	53	71	74	24	0	0
ASV_847	70	54	53	24	45	40	11	23	15	65	62	63
ASV_848	82	54	59	39	50	66	0	0	32	46	47	49
ASV_849	74	38	47	33	15	15	40	35	49	59	73	46
ASV_850	63	62	76	38	27	34	0	14	27	58	63	62
ASV_851	81	37	62	139	66	62	0	0	0	0	23	53
ASV_852	104	88	50	38	35	0	0	0	0	67	91	49
ASV_853	100	62	69	44	0	41	0	0	0	76	78	52
ASV_854	80	56	68	59	45	48	26	0	21	47	24	48
ASV_855	75	50	124	32	37	12	0	7	0	56	67	62
ASV_856	97	57	69	45	0	0	0	0	0	90	90	72
ASV_857	81	52	57	0	0	0	54	64	43	59	59	51
ASV_858	38	35	61	81	61	27	0	30	0	87	47	53
ASV_859	0	0	52	0	0	0	0	0	0	165	137	166
ASV_860	48	43	99	0	0	0	0	0	0	108	100	121
ASV_861	61	41	38	38	28	36	39	25	38	55	67	51
ASV_862	119	71	176	64	86	0	0	0	0	0	0	0
ASV_863	55	42	136	0	0	0	0	0	0	115	91	77
ASV_864	48	24	24	38	17	16	59	66	74	48	57	45
ASV_865	102	77	48	0	14	0	30	35	24	65	64	56
ASV_866	77	37	102	58	31	0	0	18	0	67	60	65
ASV_867	71	47	92	40	0	0	0	0	0	98	88	78
ASV_868	138	79	154	8	0	0	0	0	0	63	48	23
ASV_869	89	60	125	42	39	0	0	0	0	68	54	36
ASV_870	82	0	68	0	79	0	0	0	0	97	101	86
ASV_871	60	43	43	77	61	58	32	31	28	29	25	25
ASV_872	59	33	63	47	51	0	0	0	3	90	86	80
ASV_873	48	55	77	37	24	0	0	14	0	72	98	87
ASV_874	43	34	63	70	52	0	0	20	0	60	87	83
ASV_875	97	56	135	75	50	0	0	0	0	53	0	44
ASV_876	95	58	104	17	23	13	37	33	34	33	38	25
ASV_877	60	39	76	0	0	0	49	31	49	103	60	43
ASV_878	50	44	77	32	20	0	0	19	18	132	73	45
ASV_879	33	29	43	82	42	31	0	33	22	70	72	53
ASV_880	82	72	80	23	0	0	0	0	0	89	90	73
ASV_881	71	35	110	0	11	6	10	0	0	100	73	92
ASV_882	56	30	108	20	0	0	0	15	0	81	101	97
ASV_883	101	61	69	0	0	0	22	7	0	78	90	79
ASV_884	101	61	75	32	29	0	21	0	22	60	49	57
ASV_885	54	37	38	68	86	59	17	4	30	37	35	42
ASV_886	37	46	59	0	0	0	0	34	0	135	101	95
ASV_887	28	19	51	76	175	47	0	25	0	53	0	33
ASV_888	57	26	59	111	41	33	0	10	0	63	51	55
ASV_889	44	45	50	32	0	0	0	46	0	93	100	96
ASV_890	0	0	41	68	99	19	58	137	75	0	0	9
ASV_891	44	36	46	0	0	0	23	36	26	120	96	78
ASV_892	0	0	83	0	0	0	0	63	0	124	83	152
ASV_893	55	49	82	0	29	0	0	93	32	66	48	50
ASV_894	51	27	74	0	0	0	26	33	45	189	25	34
ASV_895	103	64	144	0	0	0	0	30	0	61	63	38
ASV_896	89	49	62	0	0	0	0	41	0	94	99	69
ASV_897	70	42	66	39	48	0	0	33	0	61	65	79
ASV_898	107	79	153	24	14	0	0	0	0	52	43	30
ASV_899	308	193	0	0	0	0	0	0	0	0	0	0
ASV_900	78	56	121	0	25	0	0	0	0	126	32	63
ASV_901	122	74	104	0	52	0	26	37	0	0	0	85
ASV_902	29	24	70	0	55	0	0	44	0	101	81	96
ASV_903	56	30	50	0	0	0	28	83	72	112	30	38
ASV_904	53	52	72	54	25	0	0	0	0	82	53	108
ASV_905	48	42	50	0	0	0	19	0	0	116	128	96
ASV_906	36	38	72	113	142	14	0	0	0	0	50	34
ASV_907	34	25	77	83	75	9	0	26	0	59	51	60
ASV_908	171	125	39	0	0	0	37	36	42	16	16	16
ASV_909	105	62	64	69	42	0	45	54	0	31	0	26
